id,A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,age
1381,1382,4,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2,21
1382,1383,4,2.0,3.0,5.0,2.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2,38
1383,1384,5,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,2,17
1384,1385,4,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,1,30
1385,1386,4,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,1,22
1386,1387,3,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,2,27
1387,1388,4,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2,48
1388,1389,5,5.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,1,55
1389,1390,5,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,1.0,2,21
1390,1391,3,2.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,1,23
1391,1392,5,3.0,3.0,1.0,2.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,2,20
1392,1393,5,5.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2,23
1393,1394,5,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2,24
1394,1395,3,4.0,1.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,2,29
1395,1396,5,4.0,5.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2,30
1396,1397,3,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2,33
1397,1398,3,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,1.0,3.0,4.0,1.0,4.0,5.0,4.0,3.0,4.0,2.0,2,24
1398,1399,5,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,5.0,4.0,4.0,4.0,3.0,2,26
1399,1400,5,3.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,1,41
1400,1401,4,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1,19
1401,1402,3,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,2,20
1402,1403,5,5.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0,2,44
1403,1404,4,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2,27
1404,1405,5,1.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,2.0,1.0,3.0,2,33
1405,1406,4,2.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,5.0,4.0,4.0,2.0,2,40
1406,1407,5,3.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2,17
1407,1408,3,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2,20
1408,1409,4,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,2,25
1409,1410,3,2.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,1,18
1410,1411,3,4.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2,22
1411,1412,5,3.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,1,27
1412,1413,5,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,2,18
1413,1414,5,4.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,2,24
1414,1415,4,4.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1,35
1415,1416,4,2.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1,40
1416,1417,3,4.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,2,29
1417,1418,3,2.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,4.0,3.0,2,24
1418,1419,5,2.0,5.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,1.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,2,14
1419,1420,3,2.0,2.0,4.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2,54
1420,1421,4,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,2,29
1421,1422,5,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,1,26
1422,1423,5,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,1.0,3.0,4.0,3.0,2,26
1423,1424,3,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,2,26
1424,1425,5,2.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2,39
1425,1426,4,3.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2,18
1426,1427,3,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,1.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,2,28
1427,1428,3,4.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2,16
1428,1429,3,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1,27
1429,1430,3,2.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,2.0,3.0,1,23
1430,1431,4,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2,32
1431,1432,4,4.0,5.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,1,56
1432,1433,5,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,1.0,3.0,2,19
1433,1434,5,3.0,3.0,5.0,5.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2,26
1434,1435,3,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,2,41
1435,1436,5,4.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,1,67
1436,1437,4,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1,36
1437,1438,3,3.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2,32
1438,1439,5,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,4.0,2.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,2,21
1439,1440,4,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,1.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,3.0,2,18
1440,1441,5,3.0,3.0,3.0,5.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2,29
1441,1442,3,4.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,2,26
1442,1443,4,3.0,4.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,1.0,2.0,2,19
1443,1444,5,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,1,16
1444,1445,3,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,1,32
1445,1446,4,4.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,2,18
1446,1447,5,5.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2,19
1447,1448,3,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1,63
1448,1449,5,2.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2,27
1449,1450,3,2.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,2,20
1450,1451,3,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2,54
1451,1452,5,3.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,1.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1,25
1452,1453,3,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,1,46
1453,1454,4,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,2,51
1454,1455,4,1.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,2,38
1455,1456,4,5.0,4.0,5.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2,32
1456,1457,3,2.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,1,24
1457,1458,3,3.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2,54
1458,1459,5,1.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1,38
1459,1460,5,3.0,4.0,3.0,5.0,1.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2,29
1460,1461,3,1.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,1,24
1461,1462,3,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2,23
1462,1463,4,4.0,5.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,1,25
1463,1464,3,3.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1,19
1464,1465,5,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,5.0,4.0,2.0,4.0,2,28
1465,1466,3,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,5.0,2.0,2,20
1466,1467,3,4.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2,29
1467,1468,3,4.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,2,16
1468,1469,5,3.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,2,23
1469,1470,5,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,2,23
1470,1471,3,3.0,4.0,2.0,1.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2,20
1471,1472,3,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2,19
1472,1473,3,3.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2,13
1473,1474,5,5.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,1,20
1474,1475,4,1.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2,27
1475,1476,4,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1,21
1476,1477,3,3.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2,16
1477,1478,4,4.0,3.0,3.0,5.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2,28
1478,1479,3,3.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,5.0,4.0,4.0,3.0,2,33
1479,1480,3,4.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2,27
1480,1481,5,3.0,4.0,2.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,2,52
1481,1482,3,3.0,3.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,5.0,3.0,4.0,3.0,3.0,2,36
1482,1483,5,2.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,5.0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,2,36
1483,1484,3,1.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2,29
1484,1485,3,2.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2,20
1485,1486,3,2.0,2.0,2.0,3.0,3.0,5.0,5.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,2,35
1486,1487,4,3.0,2.0,2.0,3.0,5.0,2.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1,37
1487,1488,3,5.0,3.0,4.0,5.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2,42
1488,1489,3,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,1,19
1489,1490,3,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1,30
1490,1491,5,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,1,18
1491,1492,5,3.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,2.0,2,9
1492,1493,4,3.0,2.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2,27
1493,1494,5,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,1,18
1494,1495,3,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,1,24
1495,1496,5,4.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2,20
1496,1497,4,4.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2,14
1497,1498,5,5.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2,21
1498,1499,3,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2,21
1499,1500,3,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,2,66
1500,1501,4,4.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,2,22
1501,1502,5,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1,49
1502,1503,4,2.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2,42
1503,1504,3,3.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2,19
1504,1505,3,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,2.0,5.0,2.0,4.0,2,19
1505,1506,4,2.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2,32
1506,1507,4,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2,29
1507,1508,3,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2,31
1508,1509,3,3.0,5.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,1,21
